hour,total_trades,stop_loss_count,stop_loss_pct,stop_loss_total_loss,stop_loss_avg_loss,win_rate,total_pnl
17,284,184,64.7887323943662,-11296.7437804863,-61.39534663307772,34.154929577464785,3892.8807167721097
20,89,55,61.79775280898876,-4176.0607184061955,-75.92837669829446,38.20224719101123,2384.80786475449
