number,value,datetime_start,datetime_complete,duration,params_atr_period,params_atr_stop_multiplier,params_atr_target_multiplier,params_ema_fast,params_ema_slow,params_min_atr_threshold,params_rsi_overbought,params_rsi_oversold,params_rsi_period,state
46,-inf,2025-11-12 20:39:05.565681,2025-11-12 20:39:08.739775,0 days 00:00:03.174094,12,1.480937570552117,2.5990625315478435,10,31,0.8705747024171022,76.25478438207361,30.850647706302894,13,COMPLETE
47,-inf,2025-11-12 20:39:08.740775,2025-11-12 20:39:12.004020,0 days 00:00:03.263245,13,0.9122583171746186,3.492572064884565,8,27,0.5101090856674153,78.73153845837214,26.6884554033527,20,COMPLETE
48,-inf,2025-11-12 20:39:12.005656,2025-11-12 20:39:15.392663,0 days 00:00:03.387007,11,1.0408197608145573,2.7848437210529235,5,35,0.20175654632796325,67.8218845272307,20.524179180361344,19,COMPLETE
49,-inf,2025-11-12 20:39:15.393662,2025-11-12 20:39:18.590535,0 days 00:00:03.196873,14,1.53458242094161,3.242542244404455,9,24,0.11829128148481446,69.65364956730139,24.94690571612962,17,COMPLETE
50,-inf,2025-11-12 20:39:18.592099,2025-11-12 20:39:21.784174,0 days 00:00:03.192075,17,1.2739251844227533,3.0124392569516694,11,34,0.4129081693739173,73.67012007943147,21.854015188176806,15,COMPLETE
51,-inf,2025-11-12 20:39:21.785172,2025-11-12 20:39:25.076552,0 days 00:00:03.291380,10,1.718706036623621,3.3692976454774244,12,30,0.9284480292170628,72.022943698521,22.72423457878733,16,COMPLETE
52,-inf,2025-11-12 20:39:25.077551,2025-11-12 20:39:28.247982,0 days 00:00:03.170431,20,1.9487266734563689,3.1421002704012513,13,21,0.8555804590394276,74.15612491235464,34.8217041274873,20,COMPLETE
53,-inf,2025-11-12 20:39:28.248975,2025-11-12 20:39:31.423976,0 days 00:00:03.175001,18,1.7747996554051577,3.3370978952305888,14,46,0.5871488409559867,74.96878395255133,23.89849439053554,13,COMPLETE
54,-inf,2025-11-12 20:39:31.424974,2025-11-12 20:39:34.803353,0 days 00:00:03.378379,16,1.3818701498838357,3.251595565607337,12,26,0.4631873409553534,79.9887666642354,21.270146432223836,19,COMPLETE
55,-inf,2025-11-12 20:39:34.804352,2025-11-12 20:39:38.373992,0 days 00:00:03.569640,12,1.9072252731753228,2.258487196296742,10,43,0.6653585035649621,72.93991584966574,20.577438954385297,18,COMPLETE
56,-inf,2025-11-12 20:39:38.374993,2025-11-12 20:39:41.835498,0 days 00:00:03.460505,14,0.8448302159099338,2.4144136835463783,11,32,0.9590994736510765,76.9989854592034,23.32142313431557,11,COMPLETE
57,-inf,2025-11-12 20:39:41.836482,2025-11-12 20:39:45.626049,0 days 00:00:03.789567,11,1.692183657617727,2.1462307134440755,9,25,0.7162757859498886,70.22590699103151,24.381040156039536,15,COMPLETE
58,-inf,2025-11-12 20:39:45.627053,2025-11-12 20:39:49.392433,0 days 00:00:03.765380,15,0.9469074974146089,1.7812743469380785,8,22,0.6268686320711561,71.54363058954424,22.300705922940054,14,COMPLETE
59,-inf,2025-11-12 20:39:49.393432,2025-11-12 20:39:53.404079,0 days 00:00:04.010647,17,0.8019158743356948,2.9188780416818148,7,33,0.21841439064141796,73.35406167673591,27.623737616838294,16,COMPLETE
60,-inf,2025-11-12 20:39:53.405079,2025-11-12 20:39:56.769467,0 days 00:00:03.364388,10,1.604619890708384,3.147835784052571,13,48,0.37987960810609467,69.27760472043617,21.64183072043443,10,COMPLETE
61,-inf,2025-11-12 20:39:56.770468,2025-11-12 20:40:00.406827,0 days 00:00:03.636359,13,1.4295681925689367,1.9854478871124686,12,49,0.832015226427014,67.82485590070063,20.319867361389402,10,COMPLETE
62,-inf,2025-11-12 20:40:00.407828,2025-11-12 20:40:04.358255,0 days 00:00:03.950427,12,1.243168600297323,2.1345351312563383,10,47,0.88710943219565,65.73516244606918,21.14522847620017,10,COMPLETE
63,-inf,2025-11-12 20:40:04.359254,2025-11-12 20:40:07.747478,0 days 00:00:03.388224,13,1.3210920340773022,1.9086873579353494,12,50,0.7421562161253563,67.2614569700165,22.499859492443285,11,COMPLETE
64,-inf,2025-11-12 20:40:07.748479,2025-11-12 20:40:10.911551,0 days 00:00:03.163072,14,1.38075990333557,3.4219795162041144,11,40,0.14985541275748343,68.53450415589806,32.69241627881102,12,COMPLETE
65,-inf,2025-11-12 20:40:10.912553,2025-11-12 20:40:14.251688,0 days 00:00:03.339135,15,1.1105957262796369,3.4951267144709646,10,37,0.29988053970925316,74.28746619100642,23.321514195740924,12,COMPLETE
66,-inf,2025-11-12 20:40:14.252689,2025-11-12 20:40:17.459305,0 days 00:00:03.206616,11,1.1737988083874549,1.674849042753524,9,28,0.5304444223193097,75.88926444542935,21.949708584009954,17,COMPLETE
67,-inf,2025-11-12 20:40:17.460305,2025-11-12 20:40:21.688813,0 days 00:00:04.228508,14,0.9780573085976612,2.0738527901163177,11,43,0.7996425711470992,72.0728992878626,20.027758558939528,18,COMPLETE
68,-inf,2025-11-12 20:40:21.689813,2025-11-12 20:40:25.227066,0 days 00:00:03.537253,19,1.2884249650943655,3.2782346488954834,13,21,0.8890177412554089,66.51519227540962,23.86426663125455,11,COMPLETE
69,-inf,2025-11-12 20:40:25.227066,2025-11-12 20:40:28.557821,0 days 00:00:03.330755,13,1.8331184239449352,3.058407612881529,10,20,0.9525841377530593,70.82591558939176,20.86422099218602,20,COMPLETE
70,-inf,2025-11-12 20:40:28.558821,2025-11-12 20:40:32.200734,0 days 00:00:03.641913,12,0.9058427421277448,3.3620337760999437,14,45,0.2891544877905111,74.90985228244388,22.65634797972739,16,COMPLETE
71,-inf,2025-11-12 20:40:32.201734,2025-11-12 20:40:35.701246,0 days 00:00:03.499512,10,1.993171718221737,3.176155357282019,8,30,0.6953257571215129,66.8583356609346,32.87132184121476,14,COMPLETE
72,-inf,2025-11-12 20:40:35.702246,2025-11-12 20:40:39.431414,0 days 00:00:03.729168,11,1.9245647862095803,3.0515694398114905,9,27,0.2278674141879376,67.46436086142926,28.68551643334409,15,COMPLETE
73,-inf,2025-11-12 20:40:39.432415,2025-11-12 20:40:43.091014,0 days 00:00:03.658599,10,1.961574436256236,3.2781353064230854,8,49,0.2641377786771633,66.373350631634,30.322050324506062,15,COMPLETE
74,-inf,2025-11-12 20:40:43.092016,2025-11-12 20:40:46.953452,0 days 00:00:03.861436,11,1.027888934088069,1.9530793153322694,7,24,0.8407592917596269,68.47198129772337,23.164352565591688,17,COMPLETE
75,-inf,2025-11-12 20:40:46.955019,2025-11-12 20:40:50.608852,0 days 00:00:03.653833,10,0.8740403915078799,3.425565831084037,9,29,0.7748555918978101,65.81417253527516,25.48108866952382,16,COMPLETE
76,-inf,2025-11-12 20:40:50.608852,2025-11-12 20:40:54.234039,0 days 00:00:03.625187,12,1.8902775256833668,2.948103512440821,12,32,0.5828826635615597,72.45253015480341,29.59686772312004,15,COMPLETE
