number,value,datetime_start,datetime_complete,duration,params_atr_period,params_atr_stop_multiplier,params_atr_target_multiplier,params_ema_fast,params_ema_slow,params_min_atr_threshold,params_rsi_overbought,params_rsi_oversold,params_rsi_period,state
35,16.45471418397817,2025-11-12 19:29:34.477501,2025-11-12 19:29:36.482557,0 days 00:00:02.005056,19,1.8494125715869967,5.261996396585621,20,47,0.8224119477926511,71.10582773259388,20.942405240868048,10,COMPLETE
36,-inf,2025-11-12 19:29:36.483554,2025-11-12 19:29:38.534421,0 days 00:00:02.050867,15,2.8272333481339462,4.07075858895303,23,57,0.32281601541061233,77.37719635659663,22.337046931398277,14,COMPLETE
37,38.22104744805468,2025-11-12 19:29:38.535491,2025-11-12 19:29:40.577278,0 days 00:00:02.041787,13,1.5017533258157716,4.236362916712714,26,69,0.5444934043171102,69.52697363609765,20.000543787346228,11,COMPLETE
38,40.38595260931993,2025-11-12 19:29:40.577278,2025-11-12 19:29:42.672934,0 days 00:00:02.095656,18,1.7330504315346318,3.886146039010749,23,64,1.4610087036626678,66.88263694820806,24.410560726432543,10,COMPLETE
39,47.47466566440971,2025-11-12 19:29:42.672934,2025-11-12 19:29:44.747541,0 days 00:00:02.074607,16,2.1403776117087228,5.775783631208929,23,64,1.4990393225106908,66.5571581926857,24.002058060209002,10,COMPLETE
40,41.18050646675934,2025-11-12 19:29:44.747541,2025-11-12 19:29:46.814627,0 days 00:00:02.067086,14,2.072259489068974,5.821264668196717,18,78,1.3707505070886665,65.06406068402842,23.6154261103834,13,COMPLETE
41,36.85336924943601,2025-11-12 19:29:46.815627,2025-11-12 19:29:48.808876,0 days 00:00:01.993249,14,2.1585793680160443,5.76545248666822,19,80,1.3982818666248276,65.15558078869536,23.728525314893943,13,COMPLETE
42,21.137537392715146,2025-11-12 19:29:48.809693,2025-11-12 19:29:50.850837,0 days 00:00:02.041144,14,2.091789863053658,5.908335166318256,21,77,1.2028505301874004,66.14028334771962,22.47170113382302,12,COMPLETE
43,-8.983714812195203,2025-11-12 19:29:50.851837,2025-11-12 19:29:52.952115,0 days 00:00:02.100278,12,2.281436992971458,5.508781252217379,17,60,1.3777157736253147,67.39768104687622,24.97109367687701,16,COMPLETE
44,-inf,2025-11-12 19:29:52.952115,2025-11-12 19:29:54.961111,0 days 00:00:02.008996,16,2.361497589441859,5.702544154288745,18,71,1.2937356539674765,66.70890157137299,26.97080418879727,10,COMPLETE
45,24.655981140480932,2025-11-12 19:29:54.961111,2025-11-12 19:29:57.058558,0 days 00:00:02.097447,13,2.0555021401161198,5.852816722217817,15,86,1.1344430733320283,65.60670182372942,25.945911579964548,13,COMPLETE
46,16.350494130079763,2025-11-12 19:29:57.059558,2025-11-12 19:29:59.060241,0 days 00:00:02.000683,15,2.5981122007444766,5.381451523796306,24,94,0.9935160268455799,68.13010636387875,24.505300719914647,16,COMPLETE
47,7.9145813776502045,2025-11-12 19:29:59.061242,2025-11-12 19:30:01.205275,0 days 00:00:02.144033,16,2.4357502189404423,5.985490866002052,21,65,1.4207369501307339,66.77209445931564,23.02572516225487,20,COMPLETE
48,19.896215287002295,2025-11-12 19:30:01.205275,2025-11-12 19:30:03.657178,0 days 00:00:02.451903,17,1.9533708853412577,5.227356347294773,13,73,1.2673622821405721,70.5425083486611,27.403441938641876,12,COMPLETE
49,11.584783423371373,2025-11-12 19:30:03.658178,2025-11-12 19:30:05.709717,0 days 00:00:02.051539,14,2.218621667639768,5.640226606022667,20,62,1.3343458407268554,72.26252895534209,25.429555346647906,19,COMPLETE
