number,value,datetime_start,datetime_complete,duration,params_atr_period,params_atr_stop_multiplier,params_atr_target_multiplier,params_ema_fast,params_ema_slow,params_min_atr_threshold,params_rsi_overbought,params_rsi_oversold,params_rsi_period,state
25,-inf,2025-11-12 19:18:03.157441,2025-11-12 19:18:06.067160,0 days 00:00:02.909719,14,2.217093269175494,3.2298416781333046,27,40,0.7198905386139824,78.69884942143273,21.64336522465005,16,COMPLETE
26,9.529237211721682,2025-11-12 19:18:06.068161,2025-11-12 19:18:09.098594,0 days 00:00:03.030433,11,1.9772153245836075,4.646375955957107,24,53,1.1228639409006484,72.06694508165934,24.550792955448046,19,COMPLETE
27,12.021552415269127,2025-11-12 19:18:09.098594,2025-11-12 19:18:12.019587,0 days 00:00:02.920993,16,1.655041532487246,4.2864252662686475,21,63,0.6570631410760759,76.53954315028882,21.90400403784624,18,COMPLETE
28,17.217152478903134,2025-11-12 19:18:12.019587,2025-11-12 19:18:14.913018,0 days 00:00:02.893431,13,1.7392775974134462,4.0093124617998335,30,47,0.9030625911440391,74.48597192699006,26.09950434470726,16,COMPLETE
29,16.542275935714542,2025-11-12 19:18:14.914017,2025-11-12 19:18:17.776816,0 days 00:00:02.862799,15,1.5988352811113586,3.909447316091806,30,47,0.89974929709531,73.99847261361973,26.695309641152644,16,COMPLETE
30,9.826862900801116,2025-11-12 19:18:17.777817,2025-11-12 19:18:20.621991,0 days 00:00:02.844174,17,1.6070616772421915,4.191540427907767,30,83,0.9095232466133614,74.65702314829699,29.408905769826344,14,COMPLETE
31,15.03850730453871,2025-11-12 19:18:20.622990,2025-11-12 19:18:23.480280,0 days 00:00:02.857290,15,1.5081089717141638,3.874055950773086,30,47,0.8775440551553969,73.11763612841852,26.43463081384604,16,COMPLETE
32,5.408523632838143,2025-11-12 19:18:23.480280,2025-11-12 19:18:26.450137,0 days 00:00:02.969857,14,1.7278465832019332,3.635019300062023,28,43,1.1577267841502004,73.53464240007347,25.44599118344598,14,COMPLETE
33,8.606141204403363,2025-11-12 19:18:26.451138,2025-11-12 19:18:29.371157,0 days 00:00:02.920019,13,1.6061212885456415,3.973026204501354,19,56,1.0185222902156406,74.45108342669782,27.423189535139983,16,COMPLETE
34,7.446922281905474,2025-11-12 19:18:29.371157,2025-11-12 19:18:32.211923,0 days 00:00:02.840766,14,1.7212763408142049,3.697950648928143,16,49,0.8053511078502784,71.49286971439761,22.81192556261834,15,COMPLETE
35,-inf,2025-11-12 19:18:32.211923,2025-11-12 19:18:35.063167,0 days 00:00:02.851244,15,1.8413714161206487,3.433483162983548,13,55,1.0895519550772377,75.43591633172757,29.0650579755702,17,COMPLETE
36,-inf,2025-11-12 19:18:35.064167,2025-11-12 19:18:37.994952,0 days 00:00:02.930785,13,2.7805145302514074,5.486379381407959,19,44,0.9463192209034456,73.18689817386306,24.145566868565883,14,COMPLETE
37,0.7985145046649373,2025-11-12 19:18:37.995952,2025-11-12 19:18:40.843751,0 days 00:00:02.847799,11,2.1652438791593385,5.945562189439144,29,59,0.6937410755687047,70.16656701317443,30.66547684485775,16,COMPLETE
38,8.48658539122393,2025-11-12 19:18:40.843751,2025-11-12 19:18:43.798583,0 days 00:00:02.954832,17,1.56086139624635,4.063884755259191,22,69,0.7904445597125532,72.87260981915453,25.670946621691936,15,COMPLETE
39,11.994733820164221,2025-11-12 19:18:43.799583,2025-11-12 19:18:46.691329,0 days 00:00:02.891746,14,1.5947099421610358,5.728630652352523,17,95,1.0617516124508146,74.05044430614427,24.875806688792256,12,COMPLETE
40,9.011647112785017,2025-11-12 19:18:46.692327,2025-11-12 19:18:49.581983,0 days 00:00:02.889656,16,1.737727889953821,4.345636011085064,10,41,0.9141787533842975,68.33112246947283,22.827065120641343,17,COMPLETE
41,12.838135939742193,2025-11-12 19:18:49.582985,2025-11-12 19:18:52.459239,0 days 00:00:02.876254,15,1.5338327310423758,3.8659042279638176,30,48,0.8640568267798054,73.661465460906,26.606055869256323,16,COMPLETE
42,13.392962533508348,2025-11-12 19:18:52.459239,2025-11-12 19:18:55.320483,0 days 00:00:02.861244,16,1.505058412224617,3.8510507895386694,29,47,0.861824422289153,72.51002987816332,27.383958433319627,15,COMPLETE
43,13.918601794695636,2025-11-12 19:18:55.320483,2025-11-12 19:18:58.133542,0 days 00:00:02.813059,15,1.6732287739098342,4.147015743258346,30,46,1.1940055749911946,71.29322321570584,26.305044407589605,16,COMPLETE
44,8.950193738688967,2025-11-12 19:18:58.133542,2025-11-12 19:19:01.001575,0 days 00:00:02.868033,12,1.587734053873542,3.293636716000657,27,42,0.6564264396063131,74.78158440776805,28.066354615361828,17,COMPLETE
45,15.940489136254007,2025-11-12 19:19:01.002575,2025-11-12 19:19:03.858855,0 days 00:00:02.856280,18,1.7816773379917286,3.7168312861656947,29,50,0.9564224482380657,76.20289477529568,28.513443828443556,16,COMPLETE
46,10.92358785870098,2025-11-12 19:19:03.859855,2025-11-12 19:19:07.044314,0 days 00:00:03.184459,19,1.791534736070476,3.733675035191595,23,55,0.9613556556622209,76.35522401705333,28.48923312653972,18,COMPLETE
47,-inf,2025-11-12 19:19:07.045314,2025-11-12 19:19:09.975823,0 days 00:00:02.930509,19,1.8661047899275003,3.479109749243787,28,61,1.287025021279678,76.9048395498266,30.548060117618725,11,COMPLETE
48,7.4454252846652675,2025-11-12 19:19:09.976822,2025-11-12 19:19:12.874774,0 days 00:00:02.897952,10,2.3041827647829685,4.667464711231241,26,50,0.788507807299119,75.72904688804782,32.72747613506025,15,COMPLETE
49,-inf,2025-11-12 19:19:12.875775,2025-11-12 19:19:15.715324,0 days 00:00:02.839549,18,2.142694641755133,3.9580408595580883,24,40,1.0348696206438066,77.69543192042299,30.16367854972284,14,COMPLETE
